predictor,period,seed
1,2012Q4,99
0,2010Q4,286
0,2013Q3,231
0,2012Q3,118
0,2011Q3,448
1,2010Q4,35
0,2010Q2,214
0,2013Q4,54
0,2012Q4,399
1,2012Q3,90
1,2011Q2,267
0,2012Q3,49
1,2011Q4,21
0,2011Q2,115
1,2010Q3,14
0,2011Q3,306
0,2012Q2,445
1,2010Q3,375
1,2010Q2,166
1,2013Q2,436
0,2012Q3,61
1,2013Q3,143
1,2013Q1,293
0,2012Q4,68
1,2013Q2,350
1,2010Q3,413
0,2012Q2,323
0,2011Q4,187
0,2012Q3,130
1,2010Q2,3
0,2013Q3,219
0,2010Q1,499
0,2011Q3,460
0,2013Q3,75
0,2012Q2,337
0,2012Q3,124
0,2011Q4,193
0,2011Q3,474
0,2013Q3,61
1,2013Q3,157
0,2011Q4,7
1,2013Q1,287
1,2013Q2,344
1,2011Q3,14
1,2010Q3,407
1,2010Q3,361
1,2011Q1,398
1,2010Q2,172
1,2013Q2,422
0,2012Q3,75
0,2013Q4,68
0,2011Q2,101
0,2010Q2,228
0,2011Q3,312
0,2012Q2,451
1,2012Q3,47
0,2013Q4,83
0,2010Q1,300
1,2011Q1,373
0,2010Q3,32
1,2010Q2,199
1,2013Q3,53
1,2011Q1,415
1,2012Q3,295
1,2011Q4,222
1,2012Q1,145
0,2012Q4,97
0,2010Q1,466
0,2012Q4,428
0,2010Q4,251
0,2011Q3,26
0,2013Q1,136
0,2011Q4,178
0,2010Q1,472
0,2010Q4,245
0,2013Q1,122
0,2011Q3,32
1,2013Q3,47
1,2011Q1,401
1,2011Q4,236
1,2013Q1,278
1,2012Q3,281
1,2012Q1,151
0,2012Q4,83
0,2010Q3,26
1,2011Q1,367
1,2013Q4,329
1,2012Q3,53
0,2013Q4,97
0,2010Q1,314
1,2013Q4,301
1,2013Q4,66
0,2012Q2,486
0,2011Q4,13
0,2012Q4,372
0,2012Q4,414
1,2013Q3,3
0,2011Q4,144
1,2012Q4,72
0,2012Q1,223
1,2013Q4,467
1,2011Q1,429
1,2010Q4,137
1,2012Q1,179
1,2013Q3,180
1,2013Q1,250
1,2013Q2,393
0,2010Q4,13
1,2013Q4,473
1,2013Q3,194
1,2010Q4,123
1,2013Q1,244
1,2013Q2,387
0,2012Q4,400
0,2011Q4,150
0,2012Q1,237
1,2012Q1,4
1,2012Q4,66
0,2010Q4,279
0,2012Q2,492
0,2012Q4,366
0,2010Q1,328
1,2013Q4,315
1,2013Q4,72
1,2011Q2,298
1,2012Q2,247
1,2012Q1,384
0,2013Q2,234
0,2012Q3,468
0,2013Q1,491
0,2011Q3,138
0,2010Q3,211
1,2010Q2,358
1,2011Q3,262
1,2011Q3,276
0,2013Q1,485
0,2010Q3,205
0,2011Q2,459
0,2012Q2,109
0,2013Q2,220
1,2012Q2,253
1,2012Q1,390
1,2013Q3,369
0,2011Q2,471
0,2012Q3,332
0,2011Q4,385
0,2013Q2,208
0,2012Q2,121
1,2010Q2,402
0,2010Q4,2
1,2013Q2,152
1,2013Q3,341
1,2010Q4,490
1,2013Q3,427
1,2010Q2,364
1,2010Q3,177
0,2012Q3,454
0,2011Q3,104
0,2011Q2,317
0,2012Q3,440
0,2010Q3,239
0,2011Q3,110
0,2011Q2,303
1,2013Q3,433
1,2010Q4,484
1,2010Q2,370
1,2010Q3,163
1,2010Q2,416
1,2013Q2,146
1,2013Q3,355
0,2011Q2,465
0,2011Q4,391
0,2012Q3,326
0,2012Q2,135
1,2011Q2,6
0,2013Q1,334
1,2012Q2,284
1,2012Q1,347
1,2010Q4,309
1,2010Q3,188
1,2011Q1,171
1,2012Q4,216
1,2010Q1,258
1,2012Q1,421
0,2010Q1,102
0,2013Q4,265
0,2013Q1,452
0,2010Q1,116
0,2012Q4,158
0,2013Q4,271
0,2013Q1,446
0,2011Q4,408
1,2011Q1,165
1,2012Q4,202
1,2012Q1,435
1,2012Q2,290
1,2012Q1,353
0,2013Q1,320
1,2013Q2,191
1,2013Q3,382
1,2010Q4,335
0,2011Q4,346
0,2013Q1,308
1,2013Q1,1
0,2011Q1,217
0,2013Q4,259
0,2012Q4,170
0,2011Q4,420
0,2012Q3,497
1,2010Q1,264
1,2013Q4,103
1,2010Q4,453
1,2011Q3,289
1,2010Q1,270
1,2013Q4,117
1,2011Q1,159
1,2010Q4,447
1,2012Q1,409
0,2011Q1,203
0,2012Q4,164
0,2012Q3,483
0,2011Q4,434
1,2012Q3,6
0,2011Q4,352
1,2013Q2,185
1,2010Q4,321
1,2013Q3,396
0,2012Q3,482
0,2011Q4,435
0,2012Q4,165
0,2011Q1,202
1,2010Q4,446
1,2012Q1,408
1,2013Q4,116
1,2011Q1,158
1,2010Q1,271
1,2011Q3,288
1,2010Q4,320
1,2013Q3,397
1,2013Q2,184
0,2011Q4,353
1,2012Q3,7
0,2011Q4,347
0,2013Q1,309
1,2013Q3,383
1,2010Q4,334
1,2013Q2,190
1,2010Q4,452
1,2013Q4,102
1,2010Q1,265
0,2011Q4,421
0,2012Q3,496
0,2012Q4,171
0,2011Q1,216
0,2013Q4,258
1,2012Q1,434
1,2012Q4,203
1,2011Q1,164
0,2013Q1,447
0,2011Q4,409
0,2013Q4,270
0,2010Q1,117
0,2012Q4,159
0,2013Q1,321
1,2012Q1,352
1,2012Q2,291
1,2012Q1,346
1,2010Q4,308
1,2012Q2,285
0,2013Q1,335
0,2013Q1,453
0,2013Q4,264
0,2010Q1,103
1,2012Q1,420
1,2012Q4,217
1,2010Q1,259
1,2011Q1,170
1,2010Q3,189
1,2010Q3,162
1,2010Q2,371
1,2013Q3,432
1,2010Q4,485
0,2011Q2,302
0,2011Q3,111
0,2010Q3,238
0,2012Q3,441
1,2011Q2,7
0,2012Q2,134
0,2011Q4,390
0,2012Q3,327
0,2011Q2,464
1,2013Q3,354
1,2013Q2,147
1,2010Q2,417
1,2013Q3,340
1,2013Q2,153
0,2010Q4,3
1,2010Q2,403
0,2012Q2,120
0,2013Q2,209
0,2012Q3,333
0,2011Q4,384
0,2011Q2,470
0,2011Q2,316
0,2011Q3,105
0,2012Q3,455
1,2010Q3,176
1,2010Q2,365
1,2010Q4,491
1,2013Q3,426
0,2010Q3,204
0,2013Q1,484
1,2011Q3,277
1,2013Q3,368
1,2012Q1,391
1,2012Q2,252
0,2013Q2,221
0,2012Q2,108
0,2011Q2,458
0,2013Q2,235
1,2012Q1,385
1,2012Q2,246
1,2011Q3,263
1,2010Q2,359
0,2010Q3,210
0,2011Q3,139
0,2013Q1,490
0,2012Q3,469
1,2012Q1,5
0,2012Q1,236
0,2010Q4,278
1,2012Q4,67
0,2011Q4,151
0,2012Q4,401
1,2013Q2,386
1,2013Q1,245
1,2013Q3,195
1,2010Q4,122
1,2013Q4,472
0,2010Q4,12
1,2011Q2,299
1,2013Q4,73
1,2013Q4,314
0,2012Q4,367
0,2010Q1,329
0,2012Q2,493
0,2012Q4,373
0,2011Q4,12
0,2012Q2,487
1,2013Q4,67
1,2013Q4,300
1,2013Q2,392
1,2013Q1,251
1,2010Q4,136
1,2013Q3,181
1,2012Q1,178
1,2013Q4,466
1,2011Q1,428
1,2012Q4,73
0,2012Q1,222
0,2011Q4,145
1,2013Q3,2
0,2012Q4,415
0,2012Q4,82
1,2012Q1,150
1,2011Q4,237
1,2012Q3,280
1,2013Q1,279
1,2011Q1,400
1,2013Q3,46
0,2011Q3,33
0,2013Q1,123
0,2010Q4,244
0,2010Q1,473
0,2010Q1,315
0,2013Q4,96
1,2012Q3,52
1,2011Q1,366
0,2010Q3,27
1,2013Q4,328
1,2010Q2,198
0,2010Q3,33
1,2011Q1,372
0,2010Q1,301
0,2013Q4,82
1,2012Q3,46
0,2013Q1,137
0,2011Q3,27
0,2011Q4,179
0,2010Q4,250
0,2010Q1,467
0,2012Q4,429
0,2012Q4,96
1,2012Q1,144
1,2012Q3,294
1,2011Q4,223
1,2011Q1,414
1,2013Q3,52
1,2010Q3,406
1,2011Q3,15
1,2013Q2,345
1,2013Q1,286
0,2011Q4,6
1,2013Q3,156
0,2013Q3,60
0,2011Q3,475
0,2012Q3,125
0,2011Q4,192
0,2012Q2,336
0,2012Q2,450
0,2011Q3,313
0,2010Q2,229
0,2013Q4,69
0,2011Q2,100
0,2012Q3,74
1,2013Q2,423
1,2010Q2,173
1,2011Q1,399
1,2010Q3,360
0,2012Q3,60
1,2013Q2,437
1,2010Q2,167
1,2010Q3,374
0,2012Q2,444
0,2011Q3,307
1,2010Q3,15
0,2011Q2,114
0,2013Q3,74
0,2011Q3,461
0,2010Q1,498
0,2013Q3,218
0,2011Q4,186
1,2010Q2,2
0,2012Q3,131
0,2012Q2,322
1,2010Q3,412
0,2012Q4,69
1,2013Q2,351
1,2013Q1,292
1,2013Q3,142
0,2011Q3,449
1,2010Q4,34
0,2012Q3,119
0,2010Q4,287
1,2012Q4,98
0,2013Q3,230
1,2013Q3,85
1,2011Q2,500
1,2013Q2,379
0,2012Q4,41
1,2011Q3,29
1,2012Q1,193
1,2012Q3,243
1,2011Q4,20
0,2012Q3,48
1,2011Q2,266
1,2012Q3,91
0,2012Q4,398
0,2013Q4,55
0,2010Q2,215
0,2012Q2,478
1,2012Q3,85
0,2011Q2,128
0,2013Q4,41
0,2010Q2,201
1,2010Q3,29
1,2011Q4,34
1,2011Q2,272
1,2010Q3,348
1,2013Q4,98
1,2013Q4,499
1,2013Q3,91
0,2012Q4,55
1,2012Q1,187
1,2012Q3,257
1,2010Q4,20
0,2013Q3,48
0,2013Q3,224
0,2010Q4,293
0,2012Q2,281
0,2012Q1,342
1,2013Q1,331
0,2013Q1,7
1,2013Q1,457
1,2011Q4,419
1,2010Q1,107
1,2012Q4,149
1,2013Q4,260
0,2012Q1,424
0,2011Q1,174
0,2012Q4,213
0,2012Q1,430
0,2011Q1,160
0,2010Q3,199
0,2012Q4,207
0,2010Q1,249
1,2013Q1,443
1,2010Q1,113
1,2013Q4,274
1,2013Q1,325
0,2012Q2,295
0,2012Q1,356
0,2010Q4,318
1,2012Q1,57
1,2011Q4,343
0,2010Q1,22
0,2013Q2,194
0,2010Q4,330
0,2013Q3,387
0,2010Q4,456
0,2012Q1,418
0,2010Q1,261
0,2011Q3,298
0,2013Q4,106
1,2013Q1,43
0,2011Q1,148
0,2011Q1,36
1,2012Q3,492
1,2011Q4,425
1,2011Q1,212
1,2012Q4,175
0,2011Q1,22
1,2011Q4,431
1,2012Q3,486
1,2011Q1,206
1,2013Q4,248
1,2012Q4,161
0,2010Q4,442
0,2010Q1,275
1,2013Q1,57
0,2013Q4,112
0,2010Q1,36
0,2013Q2,180
0,2013Q3,393
0,2010Q4,324
1,2011Q4,357
1,2012Q1,43
1,2013Q1,319
1,2012Q2,118
1,2013Q2,231
1,2011Q2,448
0,2012Q2,242
0,2012Q1,71
0,2013Q3,378
0,2012Q1,381
0,2011Q3,267
1,2011Q1,10
1,2010Q4,4
1,2010Q3,214
0,2013Q1,65
1,2013Q1,494
1,2011Q3,129
1,2010Q3,200
0,2013Q1,71
1,2013Q1,480
1,2012Q3,479
0,2010Q2,349
0,2011Q3,273
0,2012Q1,65
0,2012Q2,256
0,2012Q1,395
1,2013Q2,225
1,2010Q1,10
0,2013Q2,157
0,2013Q3,344
0,2010Q2,407
1,2011Q4,380
1,2012Q1,94
1,2012Q3,337
1,2012Q2,124
1,2011Q2,474
1,2010Q1,38
1,2010Q3,228
1,2011Q3,101
0,2013Q1,59
1,2011Q2,312
1,2012Q3,451
0,2010Q2,361
0,2010Q3,172
1,2013Q1,80
0,2013Q3,422
0,2010Q4,495
0,2010Q2,375
1,2013Q1,94
0,2010Q3,166
1,2011Q1,38
0,2010Q4,481
0,2013Q3,436
1,2011Q3,115
1,2011Q2,306
1,2012Q3,445
1,2012Q3,323
1,2012Q1,80
1,2011Q4,394
1,2013Q2,219
1,2012Q2,130
1,2011Q2,460
0,2012Q1,59
0,2013Q2,143
0,2013Q3,350
0,2010Q2,413
0,2011Q1,376
0,2013Q4,338
1,2010Q1,305
0,2010Q2,73
0,2013Q3,5
1,2013Q2,12
1,2010Q4,254
1,2013Q1,133
1,2010Q1,463
0,2011Q4,227
0,2012Q3,290
0,2013Q1,269
0,2012Q1,140
0,2011Q2,67
0,2011Q1,410
0,2012Q3,284
0,2011Q4,233
0,2012Q1,154
0,2011Q2,73
0,2011Q1,404
1,2010Q4,240
1,2013Q1,127
1,2011Q4,169
1,2010Q1,477
1,2012Q4,439
1,2010Q1,311
0,2010Q2,67
0,2012Q1,2
0,2011Q1,362
1,2012Q2,12
0,2010Q2,188
1,2012Q4,377
1,2010Q1,339
1,2012Q2,483
0,2013Q4,304
0,2011Q2,289
1,2010Q2,96
0,2013Q3,185
0,2010Q4,132
0,2013Q1,255
0,2013Q2,396
0,2013Q4,462
1,2011Q4,141
1,2012Q1,226
1,2010Q4,268
1,2012Q4,411
1,2011Q2,82
1,2011Q4,155
1,2012Q1,232
1,2012Q4,405
1,2011Q2,96
0,2010Q4,126
0,2013Q3,191
0,2012Q1,168
0,2013Q1,241
0,2013Q2,382
0,2013Q4,476
0,2011Q1,438
0,2013Q4,310
1,2010Q2,82
1,2012Q4,363
1,2012Q2,497
0,2010Q2,5
1,2010Q2,205
1,2012Q4,388
1,2010Q2,69
0,2011Q2,276
0,2012Q3,253
0,2012Q1,183
0,2013Q2,369
1,2011Q3,459
1,2010Q4,297
1,2013Q3,220
1,2012Q3,109
1,2011Q2,69
1,2013Q3,234
1,2010Q4,283
0,2013Q4,489
0,2012Q3,247
0,2012Q1,197
1,2011Q4,1
0,2010Q3,358
0,2011Q2,262
1,2012Q2,468
1,2010Q2,211
1,2011Q2,138
0,2013Q2,433
1,2010Q2,55
0,2011Q1,389
0,2010Q3,370
0,2010Q2,163
1,2012Q2,440
1,2011Q2,110
1,2010Q2,239
1,2011Q3,303
0,2012Q2,20
1,2011Q3,465
1,2011Q2,41
1,2012Q2,326
1,2012Q3,135
1,2011Q4,182
0,2010Q3,416
0,2011Q2,98
0,2013Q2,34
0,2013Q3,146
0,2013Q1,296
0,2013Q2,355
0,2010Q3,402
0,2013Q3,152
0,2013Q2,20
0,2013Q1,282
0,2013Q2,341
1,2011Q3,471
1,2010Q1,488
1,2011Q2,55
1,2012Q2,332
1,2011Q4,196
1,2012Q3,121
1,2013Q3,208
0,2010Q2,98
1,2012Q2,454
1,2011Q2,104
0,2012Q2,34
1,2011Q3,317
1,2010Q2,41
0,2013Q2,427
0,2010Q3,364
0,2010Q2,177
0,2013Q2,357
0,2013Q3,144
0,2013Q2,36
0,2013Q1,294
0,2010Q3,414
1,2011Q4,180
1,2012Q3,137
1,2012Q2,324
1,2011Q2,43
1,2011Q3,467
0,2012Q2,22
1,2011Q3,301
1,2011Q2,112
1,2012Q2,442
0,2010Q2,161
0,2011Q2,248
0,2010Q3,372
1,2010Q2,57
0,2013Q2,431
0,2010Q2,175
0,2010Q3,366
0,2013Q2,425
1,2010Q2,43
1,2011Q3,315
0,2012Q2,36
1,2011Q2,106
1,2012Q2,456
1,2012Q3,123
1,2011Q4,194
1,2012Q2,330
1,2011Q2,57
1,2011Q3,473
0,2013Q2,343
0,2013Q2,22
0,2013Q3,150
0,2013Q1,280
0,2012Q3,279
0,2010Q3,400
1,2013Q3,222
1,2010Q4,295
1,2012Q2,318
0,2012Q3,251
0,2012Q1,181
0,2013Q3,178
0,2010Q3,428
0,2011Q2,274
1,2010Q2,207
0,2010Q2,7
1,2011Q3,329
1,2010Q2,213
0,2011Q2,260
0,2010Q2,149
1,2011Q4,3
0,2013Q2,419
0,2012Q3,245
0,2012Q1,195
1,2010Q4,281
1,2013Q3,236
1,2011Q2,80
1,2012Q4,413
1,2011Q4,143
1,2012Q1,224
0,2013Q4,460
0,2011Q2,59
0,2013Q2,394
0,2010Q4,130
0,2013Q3,187
0,2013Q1,257
0,2011Q4,219
1,2010Q2,94
1,2012Q2,38
0,2013Q4,306
0,2011Q1,348
1,2012Q2,481
1,2012Q4,375
1,2012Q2,495
0,2010Q2,59
1,2012Q4,361
1,2010Q2,80
0,2013Q4,312
0,2013Q4,474
0,2013Q2,380
0,2013Q3,193
0,2010Q4,124
0,2013Q1,243
1,2011Q2,94
1,2012Q4,407
1,2010Q1,449
1,2011Q4,157
1,2013Q1,119
1,2012Q1,230
1,2013Q2,38
0,2011Q2,65
0,2011Q1,412
0,2012Q3,292
0,2011Q4,225
0,2012Q1,142
1,2010Q1,461
1,2011Q3,498
1,2010Q4,256
1,2012Q1,218
1,2013Q1,131
1,2013Q2,10
0,2010Q2,71
0,2013Q3,7
1,2010Q1,307
1,2012Q4,349
0,2011Q1,374
1,2012Q2,10
0,2010Q3,399
0,2011Q1,360
0,2010Q2,65
1,2010Q1,313
1,2010Q1,475
1,2010Q4,242
1,2013Q1,125
0,2011Q2,71
0,2011Q1,406
0,2013Q4,448
0,2011Q4,231
0,2012Q3,286
0,2012Q1,156
0,2010Q4,118
0,2010Q4,497
0,2013Q3,420
0,2011Q3,259
1,2013Q1,82
0,2010Q3,170
0,2011Q1,189
0,2010Q2,363
1,2012Q3,453
1,2011Q2,310
1,2011Q3,103
1,2011Q2,476
1,2012Q2,126
1,2012Q3,335
1,2012Q1,96
1,2011Q4,382
0,2010Q2,405
0,2013Q3,346
0,2013Q2,155
0,2010Q2,411
0,2013Q3,352
0,2012Q2,268
0,2013Q2,141
1,2011Q2,462
1,2012Q2,132
1,2011Q4,396
1,2012Q1,82
1,2012Q3,321
1,2012Q3,447
1,2011Q2,304
1,2013Q4,289
1,2011Q3,117
0,2013Q3,434
0,2010Q4,483
0,2010Q3,164
1,2013Q1,96
0,2010Q2,377
1,2013Q1,496
0,2013Q1,67
1,2012Q4,188
1,2010Q3,216
1,2010Q4,6
1,2011Q1,12
0,2011Q3,265
0,2010Q2,439
0,2012Q1,383
0,2013Q2,169
0,2012Q1,73
0,2012Q2,240
1,2013Q2,233
1,2012Q3,309
1,2010Q1,12
1,2013Q2,227
0,2012Q1,397
0,2012Q2,254
0,2012Q1,67
0,2013Q3,408
0,2010Q3,158
0,2011Q3,271
0,2010Q1,288
1,2013Q1,482
0,2011Q2,2
1,2011Q2,338
0,2013Q1,73
1,2010Q3,202
0,2013Q1,98
1,2011Q1,210
1,2012Q4,177
1,2010Q1,139
1,2011Q4,427
1,2012Q3,490
1,2013Q1,469
0,2011Q1,34
0,2010Q1,263
1,2013Q1,41
0,2013Q4,104
0,2010Q4,454
0,2013Q3,385
0,2010Q4,332
0,2013Q2,196
0,2010Q1,20
1,2011Q4,341
1,2012Q1,55
1,2012Q1,41
1,2011Q4,355
0,2010Q4,326
0,2012Q1,368
0,2013Q3,391
0,2012Q1,98
0,2013Q2,182
0,2010Q1,34
0,2010Q1,277
0,2012Q4,239
0,2013Q4,110
1,2013Q1,55
0,2010Q4,440
1,2011Q1,204
1,2012Q4,163
1,2012Q3,484
1,2011Q4,433
0,2011Q1,20
0,2011Q1,176
0,2013Q4,138
0,2012Q4,211
0,2012Q1,426
0,2010Q4,468
1,2010Q1,105
1,2013Q4,262
1,2013Q1,455
0,2013Q1,5
1,2012Q1,69
1,2013Q1,333
1,2011Q2,489
0,2012Q1,340
0,2012Q2,283
0,2012Q1,354
0,2012Q2,297
1,2013Q1,327
1,2011Q4,369
1,2010Q1,111
1,2013Q4,276
1,2011Q1,238
1,2013Q1,441
0,2012Q3,2
1,2013Q1,69
0,2011Q1,162
0,2012Q4,205
0,2010Q2,388
0,2012Q1,432
0,2013Q4,57
0,2010Q2,217
1,2012Q3,93
1,2011Q2,264
1,2011Q4,22
1,2012Q1,191
1,2013Q3,168
1,2012Q3,241
0,2012Q4,43
1,2013Q3,87
1,2010Q3,438
0,2012Q2,308
0,2013Q3,232
0,2010Q4,285
1,2010Q4,36
0,2010Q4,291
0,2013Q3,226
1,2010Q4,22
1,2012Q1,185
1,2012Q3,255
0,2012Q4,57
1,2013Q3,93
1,2010Q2,159
1,2011Q2,270
1,2013Q2,409
1,2011Q4,36
0,2013Q4,43
0,2010Q2,203
0,2011Q3,339
1,2012Q3,87
1,2010Q3,362
1,2011Q2,258
1,2010Q2,171
1,2013Q2,421
0,2012Q3,76
0,2011Q2,102
0,2011Q3,311
0,2012Q2,452
0,2012Q2,334
0,2011Q4,190
0,2012Q3,127
0,2013Q3,62
0,2011Q3,477
1,2013Q1,284
1,2013Q3,154
0,2011Q4,4
1,2011Q3,17
1,2013Q2,347
1,2010Q3,404
1,2013Q1,290
1,2012Q3,269
1,2013Q3,140
1,2013Q2,353
1,2010Q3,410
0,2012Q2,320
0,2012Q3,133
0,2011Q4,184
0,2013Q3,76
0,2011Q3,463
1,2010Q3,17
0,2011Q2,116
0,2011Q3,305
0,2012Q2,446
1,2010Q3,376
1,2010Q2,165
1,2013Q2,435
0,2012Q3,62
0,2012Q3,89
0,2010Q3,25
1,2011Q1,364
1,2012Q3,50
0,2011Q4,38
0,2013Q4,94
0,2010Q1,317
0,2012Q4,359
0,2010Q1,471
0,2011Q3,488
0,2013Q1,121
0,2011Q3,31
1,2012Q4,59
0,2010Q4,246
0,2012Q1,208
1,2013Q3,44
1,2011Q1,402
1,2012Q1,152
1,2012Q3,282
1,2011Q4,235
0,2012Q4,80
1,2013Q3,50
0,2010Q4,38
1,2011Q1,416
1,2013Q4,458
1,2012Q1,146
1,2010Q4,108
1,2011Q4,221
1,2012Q3,296
0,2012Q4,94
0,2010Q1,465
0,2013Q3,89
0,2011Q3,25
0,2013Q1,135
0,2010Q4,252
1,2012Q3,44
0,2013Q4,80
0,2010Q1,303
1,2010Q3,389
1,2011Q1,370
0,2010Q3,31
1,2013Q4,59
0,2012Q2,491
0,2012Q4,365
1,2013Q4,71
1,2013Q4,316
0,2010Q3,19
1,2011Q1,358
0,2010Q4,10
1,2013Q3,78
1,2013Q4,470
1,2013Q1,247
1,2011Q4,209
1,2010Q4,120
1,2013Q3,197
1,2013Q2,384
0,2012Q4,403
1,2012Q4,65
0,2012Q1,234
1,2012Q1,7
0,2011Q4,153
0,2012Q4,417
0,2010Q1,459
0,2012Q1,220
1,2012Q4,71
0,2011Q4,147
0,2013Q1,109
0,2011Q3,19
1,2013Q4,464
1,2013Q1,253
1,2013Q3,183
1,2010Q4,134
1,2013Q2,390
1,2013Q4,65
1,2013Q4,302
0,2011Q4,10
0,2012Q2,485
1,2012Q3,78
0,2012Q4,371
0,2012Q3,319
0,2013Q2,223
1,2010Q2,429
1,2012Q2,250
1,2013Q2,179
1,2012Q1,393
1,2011Q3,275
0,2013Q1,486
0,2010Q3,206
0,2012Q4,198
0,2013Q1,492
0,2010Q3,212
0,2011Q2,328
1,2013Q3,418
1,2011Q3,261
1,2010Q1,298
1,2010Q3,148
1,2012Q2,244
1,2012Q1,387
0,2013Q2,237
1,2010Q2,415
1,2013Q2,145
1,2013Q3,356
0,2011Q2,466
0,2012Q3,325
0,2011Q4,392
0,2012Q2,136
1,2011Q2,5
0,2012Q3,443
0,2011Q3,113
0,2011Q2,300
1,2010Q4,487
1,2013Q3,430
1,2010Q2,373
1,2010Q3,160
1,2011Q1,199
1,2011Q3,249
1,2013Q3,424
1,2010Q4,493
1,2010Q2,367
1,2010Q3,174
0,2012Q3,457
0,2011Q3,107
0,2013Q4,299
0,2011Q2,314
0,2011Q2,472
0,2011Q4,386
0,2012Q3,331
0,2012Q2,122
1,2010Q2,401
0,2010Q4,1
1,2013Q2,151
1,2012Q2,278
1,2013Q3,342
1,2012Q2,293
1,2012Q1,350
0,2013Q1,323
0,2011Q2,499
0,2013Q4,272
0,2010Q1,115
0,2013Q1,445
1,2012Q4,201
1,2011Q1,166
1,2013Q4,128
1,2012Q1,436
1,2010Q4,478
1,2010Q2,398
1,2012Q4,215
1,2011Q1,172
1,2012Q1,422
0,2013Q4,266
0,2011Q1,228
0,2010Q1,101
0,2013Q1,451
0,2013Q1,337
0,2011Q4,379
0,2013Q4,500
1,2012Q2,287
1,2012Q1,344
0,2011Q4,351
1,2012Q3,5
1,2013Q2,186
1,2013Q3,395
1,2010Q4,322
1,2013Q4,114
1,2010Q1,273
1,2010Q4,444
0,2012Q4,167
0,2010Q1,129
0,2011Q1,200
0,2011Q4,437
0,2012Q3,480
0,2013Q1,479
0,2012Q4,173
0,2011Q1,214
0,2012Q3,494
0,2011Q4,423
1,2013Q4,100
1,2010Q1,267
1,2012Q4,229
1,2010Q4,450
1,2013Q2,192
1,2010Q4,336
1,2012Q1,378
1,2013Q3,381
0,2011Q4,345
1,2013Q1,2
1,2010Q4,451
1,2010Q1,266
1,2012Q4,228
1,2013Q4,101
0,2012Q3,495
0,2011Q4,422
0,2011Q1,215
0,2012Q4,172
1,2013Q1,3
0,2011Q4,344
1,2010Q1,500
1,2010Q4,337
1,2013Q3,380
1,2012Q1,379
1,2013Q2,193
1,2013Q3,394
1,2010Q4,323
1,2013Q2,187
1,2012Q3,4
0,2011Q4,350
0,2011Q4,436
0,2013Q1,478
0,2012Q3,481
0,2011Q1,201
0,2012Q4,166
0,2010Q1,128
1,2010Q4,445
1,2010Q1,272
1,2013Q4,115
0,2013Q1,450
0,2010Q1,100
0,2013Q4,267
0,2011Q1,229
1,2012Q1,423
1,2011Q1,173
1,2012Q4,214
1,2010Q2,399
1,2012Q1,345
1,2012Q2,286
0,2013Q1,336
0,2011Q4,378
0,2011Q2,498
0,2013Q1,322
1,2012Q1,351
1,2012Q2,292
1,2012Q1,437
1,2010Q4,479
1,2011Q1,167
1,2013Q4,129
1,2012Q4,200
0,2013Q1,444
0,2010Q1,114
0,2013Q4,273
0,2011Q2,315
0,2013Q4,298
0,2011Q3,106
0,2012Q3,456
1,2010Q3,175
1,2010Q2,366
1,2013Q3,425
1,2010Q4,492
1,2013Q3,343
1,2012Q2,279
1,2013Q2,150
1,2010Q2,400
0,2012Q2,123
0,2011Q4,387
0,2012Q3,330
0,2011Q2,473
1,2011Q2,4
0,2012Q2,137
0,2012Q3,324
0,2011Q4,393
0,2011Q2,467
1,2013Q3,357
1,2013Q2,144
1,2010Q2,414
1,2011Q3,248
1,2011Q1,198
1,2010Q3,161
1,2010Q2,372
1,2010Q4,486
1,2013Q3,431
0,2011Q2,301
0,2011Q3,112
0,2012Q3,442
1,2010Q3,149
1,2010Q1,299
1,2011Q3,260
1,2013Q3,419
0,2011Q2,329
0,2010Q3,213
0,2013Q1,493
0,2013Q2,236
1,2012Q1,386
1,2012Q2,245
1,2012Q1,392
1,2013Q2,178
1,2012Q2,251
1,2010Q2,428
0,2013Q2,222
0,2012Q3,318
0,2012Q4,199
0,2010Q3,207
0,2013Q1,487
1,2011Q3,274
1,2013Q2,391
1,2013Q3,182
1,2010Q4,135
1,2013Q1,252
1,2013Q4,465
0,2011Q4,146
0,2011Q3,18
0,2013Q1,108
0,2012Q1,221
1,2012Q4,70
1,2013Q3,1
0,2012Q4,416
0,2010Q1,458
0,2012Q4,370
0,2012Q2,484
1,2012Q3,79
0,2011Q4,11
1,2013Q4,303
1,2013Q4,64
1,2013Q4,317
1,2011Q1,359
0,2010Q3,18
1,2013Q4,70
0,2012Q4,364
0,2012Q2,490
0,2011Q4,152
1,2012Q4,64
1,2012Q1,6
0,2012Q1,235
0,2012Q4,402
1,2013Q2,385
1,2010Q4,121
1,2013Q3,196
1,2013Q1,246
1,2011Q4,208
1,2013Q4,471
1,2013Q3,79
0,2010Q4,11
0,2010Q4,253
0,2013Q1,134
0,2011Q3,24
0,2013Q3,88
0,2010Q1,464
0,2012Q4,95
1,2011Q4,220
1,2012Q3,297
1,2012Q1,147
1,2010Q4,109
1,2011Q1,417
1,2013Q4,459
0,2010Q4,39
1,2013Q3,51
1,2013Q4,58
0,2010Q3,30
1,2011Q1,371
1,2010Q3,388
0,2010Q1,302
0,2013Q4,81
1,2012Q3,45
0,2010Q1,316
